customerid,recency,frequency,monetary,first_purchase,last_purchase,total_items,r_score,f_score,m_score,rfm_score,customer_segment
13877,86,1,117.24,2011-09-14 15:49:00,2011-09-14 15:49:00,108,2,1,1,4,Lost Customers
13878,55,1,1281.53,2011-10-16 12:19:00,2011-10-16 12:19:00,475,3,1,4,8,Needs Attention
13880,21,13,3219.77,2010-12-07 14:00:00,2011-11-18 13:44:00,1842,4,5,5,14,Champions
13881,4,20,17159.52,2011-02-01 10:14:00,2011-12-06 12:50:00,10118,5,5,5,15,Champions
13882,3,5,1191.13,2011-10-06 15:28:00,2011-12-07 11:16:00,953,5,4,4,13,Champions
13883,11,5,2674.48,2011-03-31 17:17:00,2011-11-29 10:45:00,1436,5,4,5,14,Champions
13884,7,5,787.6,2011-03-01 13:40:00,2011-12-02 16:30:00,300,5,4,3,12,Loyal Customers
13885,189,2,506.8,2011-05-23 08:52:00,2011-06-03 15:07:00,182,1,2,3,6,Lost Customers
13886,71,1,243.56,2011-09-29 13:17:00,2011-09-29 13:17:00,126,3,1,1,5,Needs Attention
13887,204,1,349.55,2011-05-19 17:22:00,2011-05-19 17:22:00,147,1,1,2,4,Lost Customers
13888,120,2,605.63,2011-05-05 14:41:00,2011-08-12 10:13:00,258,2,2,3,7,Lost Customers
13889,93,1,416.90000000000003,2011-09-08 09:13:00,2011-09-08 09:13:00,146,2,1,2,5,Lost Customers
13890,1,10,1883.8100000000002,2010-12-16 09:31:00,2011-12-08 15:36:00,831,5,5,4,14,Champions
13892,27,4,632.97,2011-04-07 12:04:00,2011-11-13 11:50:00,983,4,4,3,11,Loyal Customers
13893,298,1,821.1,2011-02-15 11:30:00,2011-02-15 11:30:00,190,1,1,3,5,Lost Customers
13894,24,3,564.62,2011-02-02 12:54:00,2011-11-16 09:44:00,354,4,3,3,10,Potential Loyalists
13895,28,4,2593.07,2011-06-28 10:17:00,2011-11-11 16:57:00,1365,4,4,5,13,Champions
13897,50,1,311.16,2011-10-20 14:30:00,2011-10-20 14:30:00,200,3,1,2,6,Needs Attention
13898,326,1,155.93,2011-01-18 10:28:00,2011-01-18 10:28:00,133,1,1,1,3,Lost Customers
13899,16,2,388.52,2011-03-10 09:30:00,2011-11-23 13:40:00,156,4,2,2,8,Potential Loyalists
13900,183,3,740.95,2011-03-22 10:13:00,2011-06-09 19:26:00,430,1,3,3,7,At Risk
13901,72,5,2867.2,2011-01-25 09:01:00,2011-09-28 14:48:00,1739,3,4,5,12,Loyal Customers
13904,37,2,332.64,2011-02-18 11:18:00,2011-11-02 13:41:00,332,3,2,2,7,Needs Attention
13908,80,4,2369.55,2011-03-08 12:04:00,2011-09-21 11:49:00,1478,2,4,5,11,At Risk
13911,57,9,2580.91,2011-02-04 14:46:00,2011-10-13 15:43:00,2731,3,5,5,13,Loyal Customers
13914,12,2,626.45,2011-11-03 16:28:00,2011-11-28 10:35:00,380,5,2,3,10,Potential Loyalists
13917,50,2,272.04,2011-06-01 12:46:00,2011-10-21 09:56:00,228,3,2,2,7,Needs Attention
13918,50,2,1212.8400000000001,2011-03-31 18:05:00,2011-10-21 12:25:00,1140,3,2,4,9,Needs Attention
13919,59,2,384.81,2011-08-10 10:15:00,2011-10-11 14:24:00,474,3,2,2,7,Needs Attention
13922,352,1,172.25,2010-12-23 10:38:00,2010-12-23 10:38:00,93,1,1,1,3,Lost Customers
13923,54,1,351.13,2011-10-17 12:33:00,2011-10-17 12:33:00,185,3,1,2,6,Needs Attention
13924,2,6,1838.8500000000001,2011-09-28 15:07:00,2011-12-08 09:39:00,1575,5,5,4,14,Champions
13925,93,4,678.25,2011-07-28 12:09:00,2011-09-08 12:47:00,331,2,4,3,9,At Risk
13926,23,1,223.85000000000002,2011-11-16 13:16:00,2011-11-16 13:16:00,104,4,1,1,6,Potential Loyalists
13927,75,1,348.99,2011-09-26 12:00:00,2011-09-26 12:00:00,214,2,1,2,5,Lost Customers
13928,11,4,464.57,2011-07-29 15:59:00,2011-11-29 10:33:00,129,5,4,2,11,Loyal Customers
13929,169,2,842.65,2011-01-17 15:11:00,2011-06-23 15:26:00,143,2,2,3,7,Lost Customers
13930,58,2,337.34,2011-07-26 11:00:00,2011-10-13 09:45:00,274,3,2,2,7,Needs Attention
13931,96,2,1237.53,2011-03-04 08:43:00,2011-09-05 10:12:00,725,2,2,4,8,Lost Customers
13932,295,1,307.4,2011-02-18 12:02:00,2011-02-18 12:02:00,72,1,1,2,4,Lost Customers
13933,109,2,608.7900000000001,2011-07-14 13:35:00,2011-08-22 14:03:00,205,2,2,3,7,Lost Customers
13934,264,1,922.1,2011-03-21 08:39:00,2011-03-21 08:39:00,390,1,1,3,5,Lost Customers
13936,180,1,376.58,2011-06-13 08:47:00,2011-06-13 08:47:00,330,1,1,2,4,Lost Customers
13937,169,1,158.85,2011-06-23 16:35:00,2011-06-23 16:35:00,123,2,1,1,4,Lost Customers
13938,35,1,71.66,2011-11-04 14:37:00,2011-11-04 14:37:00,70,3,1,1,5,Needs Attention
13939,23,3,568.55,2011-02-01 11:30:00,2011-11-16 13:33:00,847,4,3,3,10,Potential Loyalists
13940,17,4,839.14,2011-07-18 16:05:00,2011-11-22 15:15:00,516,4,4,3,11,Loyal Customers
13941,22,5,5112.96,2010-12-02 10:17:00,2011-11-18 09:43:00,2364,4,4,5,13,Champions
13946,79,3,561.5699999999999,2011-03-17 10:02:00,2011-09-21 13:33:00,443,2,3,3,8,At Risk
13947,65,1,90.6,2011-10-05 14:42:00,2011-10-05 14:42:00,44,3,1,1,5,Needs Attention
13948,361,1,102.0,2010-12-14 10:18:00,2010-12-14 10:18:00,40,1,1,1,3,Lost Customers
13949,3,6,2427.32,2011-09-06 11:55:00,2011-12-07 09:35:00,2474,5,5,5,15,Champions
13950,11,4,745.06,2011-04-07 11:29:00,2011-11-28 14:44:00,323,5,4,3,12,Loyal Customers
13951,176,3,674.45,2011-02-18 15:21:00,2011-06-16 16:43:00,459,2,3,3,8,At Risk
13952,218,2,3251.071,2011-04-15 09:27:00,2011-05-06 09:00:00,1431,1,2,5,8,Lost Customers
13953,7,7,3515.68,2010-12-22 10:29:00,2011-12-02 16:04:00,2724,5,5,5,15,Champions
13954,2,2,439.92,2011-09-30 10:52:00,2011-12-08 12:50:00,150,5,3,2,10,Potential Loyalists
13955,154,2,322.96,2011-02-07 12:24:00,2011-07-08 17:19:00,154,2,3,2,7,At Risk
13956,5,5,1026.42,2011-03-13 12:51:00,2011-12-04 13:20:00,491,5,4,4,13,Champions
13959,79,3,598.2,2010-12-12 13:56:00,2011-09-21 15:06:00,357,2,3,3,8,At Risk
13960,21,2,230.22,2011-09-29 12:39:00,2011-11-18 15:27:00,142,4,3,1,8,Potential Loyalists
13962,22,2,169.55,2011-04-08 11:21:00,2011-11-18 08:47:00,87,4,3,1,8,Potential Loyalists
13963,308,4,664.54,2010-12-07 09:21:00,2011-02-04 14:43:00,460,1,4,3,8,At Risk
13967,146,1,80.7,2011-07-17 12:02:00,2011-07-17 12:02:00,42,2,1,1,4,Lost Customers
13969,7,18,9053.94,2010-12-09 19:32:00,2011-12-02 15:11:00,4542,5,5,5,15,Champions
13971,19,8,2758.26,2011-02-27 12:27:00,2011-11-21 12:06:00,1844,4,5,5,14,Champions
13972,71,2,190.25,2011-05-22 11:34:00,2011-09-30 11:54:00,187,3,3,1,7,Needs Attention
13973,287,1,264.7,2011-02-25 15:21:00,2011-02-25 15:21:00,109,1,1,2,4,Lost Customers
13974,49,1,413.59000000000003,2011-10-21 14:41:00,2011-10-21 14:41:00,249,3,1,2,6,Needs Attention
13975,31,6,2526.28,2011-03-08 12:19:00,2011-11-08 13:19:00,1732,4,5,5,14,Champions
13976,207,1,357.98,2011-05-17 09:13:00,2011-05-17 09:13:00,154,1,1,2,4,Lost Customers
13978,15,2,196.79000000000002,2011-10-25 15:04:00,2011-11-25 11:36:00,315,4,3,1,8,Potential Loyalists
13979,73,1,869.87,2011-09-27 13:32:00,2011-09-27 13:32:00,639,2,1,3,6,Lost Customers
13980,60,1,200.14,2011-10-10 13:34:00,2011-10-10 13:34:00,172,3,1,1,5,Needs Attention
13982,39,4,1871.81,2010-12-09 13:57:00,2011-10-31 16:24:00,1136,3,4,4,11,Loyal Customers
13983,30,12,2603.43,2010-12-08 10:38:00,2011-11-10 11:06:00,1183,4,5,5,14,Champions
13984,27,5,920.51,2010-12-08 15:58:00,2011-11-13 12:38:00,679,4,4,3,11,Loyal Customers
13985,4,15,7060.13,2011-03-20 13:48:00,2011-12-05 17:06:00,3445,5,5,5,15,Champions
13986,17,1,320.46,2011-11-22 15:00:00,2011-11-22 15:00:00,430,4,1,2,7,Potential Loyalists
13988,20,6,4147.96,2011-03-30 11:48:00,2011-11-20 10:15:00,3044,4,5,5,14,Champions
13989,66,2,1266.08,2011-04-14 15:39:00,2011-10-05 09:47:00,1313,3,3,4,10,Needs Attention
13990,213,1,311.3,2011-05-10 15:19:00,2011-05-10 15:19:00,190,1,1,2,4,Lost Customers
13991,12,6,855.97,2011-07-19 12:58:00,2011-11-27 16:18:00,998,5,5,3,13,Loyal Customers
13992,30,1,76.8,2011-11-09 15:23:00,2011-11-09 15:23:00,64,4,1,1,6,Potential Loyalists
13993,43,9,3466.36,2011-01-13 10:43:00,2011-10-28 09:06:00,900,3,5,5,13,Loyal Customers
13994,4,6,2313.14,2011-07-14 18:28:00,2011-12-06 11:05:00,940,5,5,5,15,Champions
13995,15,5,1393.69,2011-04-08 08:20:00,2011-11-24 14:22:00,879,4,4,4,12,Champions
13999,10,12,3901.81,2010-12-13 11:23:00,2011-11-29 13:40:00,2243,5,5,5,15,Champions
14000,211,1,635.66,2011-05-12 16:50:00,2011-05-12 16:50:00,710,1,1,3,5,Lost Customers
14001,46,3,2043.0800000000002,2010-12-01 12:58:00,2011-10-25 10:31:00,962,3,3,4,10,Needs Attention
14002,134,2,529.73,2011-07-06 14:59:00,2011-07-28 15:55:00,877,2,3,3,8,At Risk
14004,43,7,4582.64,2011-02-24 09:28:00,2011-10-27 14:40:00,2668,3,5,5,13,Loyal Customers
14005,10,5,2874.72,2011-05-08 10:33:00,2011-11-30 12:41:00,2478,5,4,5,14,Champions
14006,116,3,962.19,2011-01-31 15:11:00,2011-08-16 09:39:00,641,2,3,4,9,At Risk
14009,198,2,695.61,2011-05-18 13:00:00,2011-05-25 15:47:00,365,1,3,3,7,At Risk
14012,278,1,328.8,2011-03-07 12:26:00,2011-03-07 12:26:00,160,1,1,2,4,Lost Customers
14013,110,3,473.02,2011-03-09 08:59:00,2011-08-21 15:01:00,462,2,3,2,7,At Risk
14014,77,1,505.18,2011-09-23 13:18:00,2011-09-23 13:18:00,1076,2,1,3,6,Lost Customers
14015,53,1,917.34,2011-10-18 10:02:00,2011-10-18 10:02:00,378,3,1,3,7,Needs Attention
14016,162,4,4341.21,2010-12-17 14:21:00,2011-07-01 11:29:00,2125,2,4,5,11,At Risk
14019,47,3,1421.61,2011-07-24 15:39:00,2011-10-24 10:13:00,1037,3,3,4,10,Needs Attention
14020,17,2,642.8,2011-09-12 15:32:00,2011-11-23 09:22:00,441,4,3,3,10,Potential Loyalists
14021,155,3,631.9,2011-03-28 15:10:00,2011-07-07 15:46:00,192,2,3,3,8,At Risk
14022,225,1,440.0,2011-04-28 14:39:00,2011-04-28 14:39:00,487,1,1,2,4,Lost Customers
14023,7,2,584.07,2011-04-03 15:50:00,2011-12-02 13:58:00,345,5,3,3,11,Potential Loyalists
14024,122,2,327.7,2011-08-07 13:31:00,2011-08-10 11:30:00,150,2,3,2,7,At Risk
14027,61,1,104.82,2011-10-10 09:01:00,2011-10-10 09:01:00,62,3,1,1,5,Needs Attention
14029,63,2,467.66,2011-07-18 16:57:00,2011-10-07 14:46:00,198,3,3,2,8,Needs Attention
14030,18,8,2360.09,2010-12-08 16:11:00,2011-11-21 16:48:00,1479,4,5,5,14,Champions
14031,7,19,17286.86,2010-12-02 16:34:00,2011-12-02 17:13:00,5788,5,5,5,15,Champions
14032,2,11,2975.59,2010-12-08 10:53:00,2011-12-07 15:23:00,2032,5,5,5,15,Champions
14034,22,3,651.8199999999999,2011-07-05 13:06:00,2011-11-17 14:02:00,423,4,3,3,10,Potential Loyalists
14035,29,5,1428.02,2011-02-15 12:48:00,2011-11-11 10:03:00,739,4,4,4,12,Champions
14036,285,1,626.65,2011-02-28 09:26:00,2011-02-28 09:26:00,268,1,1,3,5,Lost Customers
14037,176,2,147.20000000000002,2010-12-10 11:39:00,2011-06-16 13:57:00,46,2,3,1,6,At Risk
14038,78,3,1560.38,2011-05-16 14:05:00,2011-09-22 13:37:00,965,2,3,4,9,At Risk
14039,33,1,152.2,2011-11-06 13:48:00,2011-11-06 13:48:00,92,4,1,1,6,Potential Loyalists
14040,41,12,3614.92,2011-01-12 14:57:00,2011-10-30 12:42:00,1554,3,5,5,13,Loyal Customers
14041,266,1,141.41,2011-03-18 13:25:00,2011-03-18 13:25:00,94,1,1,1,3,Lost Customers
14044,27,4,652.82,2011-02-03 11:39:00,2011-11-13 12:05:00,308,4,4,3,11,Loyal Customers
14045,109,4,1659.75,2010-12-01 11:32:00,2011-08-22 15:27:00,535,2,4,4,10,At Risk
14046,284,1,154.99,2011-02-28 14:48:00,2011-02-28 14:48:00,460,1,1,1,3,Lost Customers
14047,9,5,1308.6100000000001,2010-12-02 10:09:00,2011-12-01 11:43:00,381,5,4,4,13,Champions
14048,305,1,409.93,2011-02-07 14:53:00,2011-02-07 14:53:00,288,1,1,2,4,Lost Customers
14049,17,4,5681.72,2011-01-26 11:27:00,2011-11-23 12:20:00,3870,4,4,5,13,Champions
14050,32,2,746.36,2011-08-25 13:46:00,2011-11-08 10:00:00,689,4,3,3,10,Potential Loyalists
14051,1,23,15610.390000000001,2010-12-08 12:49:00,2011-12-09 10:20:00,3756,5,5,5,15,Champions
14052,20,1,225.36,2011-11-20 12:30:00,2011-11-20 12:30:00,89,4,1,1,6,Potential Loyalists
14053,124,2,260.25,2011-07-03 12:21:00,2011-08-07 14:27:00,215,2,3,2,7,At Risk
14054,65,1,92.46,2011-10-05 15:49:00,2011-10-05 15:49:00,62,3,1,1,5,Needs Attention
14055,106,1,725.6400000000001,2011-08-25 15:04:00,2011-08-25 15:04:00,216,2,1,3,6,Lost Customers
14056,1,23,8214.65,2011-02-28 15:19:00,2011-12-08 13:36:00,4273,5,5,5,15,Champions
14057,24,17,6217.96,2010-12-14 12:11:00,2011-11-16 10:32:00,4876,4,5,5,14,Champions
14059,267,1,183.6,2011-03-18 10:06:00,2011-03-18 10:06:00,128,1,1,1,3,Lost Customers
14060,5,19,6140.42,2010-12-02 12:11:00,2011-12-05 12:29:00,5386,5,5,5,15,Champions
14062,10,12,10464.85,2010-12-10 15:56:00,2011-11-30 10:04:00,5593,5,5,5,15,Champions
14064,29,5,1353.74,2011-03-10 12:59:00,2011-11-10 13:14:00,1788,4,4,4,12,Champions
14066,267,1,152.55,2011-03-18 12:21:00,2011-03-18 12:21:00,45,1,1,1,3,Lost Customers
14067,64,2,374.7,2011-09-04 12:00:00,2011-10-07 10:21:00,361,3,3,2,8,Needs Attention
14068,320,1,265.85,2011-01-23 16:02:00,2011-01-23 16:02:00,73,1,1,2,4,Lost Customers
14071,4,8,1438.82,2011-03-20 11:33:00,2011-12-06 12:27:00,995,5,5,4,14,Champions
14073,32,1,151.04,2011-11-07 15:49:00,2011-11-07 15:49:00,130,4,1,1,6,Potential Loyalists
14075,5,3,942.26,2011-03-23 16:35:00,2011-12-05 08:38:00,754,5,3,3,11,Potential Loyalists
14076,129,1,122.47,2011-08-02 15:19:00,2011-08-02 15:19:00,81,2,1,1,4,Lost Customers
14077,41,5,499.41999999999996,2011-03-10 15:52:00,2011-10-30 12:35:00,268,3,4,3,10,Loyal Customers
14078,102,6,1049.37,2010-12-01 12:54:00,2011-08-30 12:16:00,310,2,5,4,11,At Risk
14079,125,1,375.1,2011-08-07 12:10:00,2011-08-07 12:10:00,301,2,1,2,5,Lost Customers
14080,33,1,45.599999999999994,2011-11-07 11:09:00,2011-11-07 11:09:00,48,4,1,1,6,Potential Loyalists
14081,302,2,934.52,2010-12-05 15:47:00,2011-02-10 16:17:00,596,1,3,3,7,At Risk
14082,365,1,182.25,2010-12-10 11:02:00,2010-12-10 11:02:00,110,1,1,1,3,Lost Customers
14083,4,9,1018.43,2010-12-03 12:24:00,2011-12-05 13:14:00,732,5,5,4,14,Champions
14085,2,18,4448.54,2010-12-06 12:39:00,2011-12-07 13:46:00,3184,5,5,5,15,Champions
14087,3,1,194.42,2011-12-07 12:41:00,2011-12-07 12:41:00,251,5,1,1,7,Potential Loyalists
14088,10,13,50491.81,2011-01-21 13:07:00,2011-11-29 16:16:00,12665,5,5,5,15,Champions
14089,57,1,161.0,2011-10-14 10:38:00,2011-10-14 10:38:00,134,3,1,1,5,Needs Attention
14090,325,1,76.32000000000001,2011-01-19 10:51:00,2011-01-19 10:51:00,72,1,1,1,3,Lost Customers
14092,8,14,4076.91,2010-12-16 15:47:00,2011-12-02 12:13:00,2066,5,5,5,15,Champions
14093,12,1,442.85,2011-11-27 16:27:00,2011-11-27 16:27:00,406,5,1,2,8,Potential Loyalists
14096,4,17,65164.79,2011-08-30 10:49:00,2011-12-05 17:17:00,16352,5,5,5,15,Champions
14098,37,1,147.35,2011-11-03 10:13:00,2011-11-03 10:13:00,104,3,1,1,5,Needs Attention
14099,16,11,3104.17,2010-12-20 11:14:00,2011-11-23 13:53:00,2179,4,5,5,14,Champions
14100,138,1,194.9,2011-07-25 11:01:00,2011-07-25 11:01:00,64,2,1,1,4,Lost Customers
14101,74,6,5976.79,2011-01-17 13:09:00,2011-09-27 12:28:00,6942,2,5,5,12,At Risk
14102,5,5,1360.28,2011-10-26 12:46:00,2011-12-04 15:38:00,961,5,4,4,13,Champions
14104,155,2,216.20999999999998,2011-06-27 12:49:00,2011-07-08 12:50:00,72,2,3,1,6,At Risk
14105,239,1,1266.23,2011-04-14 17:58:00,2011-04-14 17:58:00,800,1,1,4,6,Lost Customers
14107,52,7,2703.23,2010-12-10 13:29:00,2011-10-19 12:12:00,1793,3,5,5,13,Loyal Customers
14108,31,2,597.91,2011-08-30 11:32:00,2011-11-09 10:41:00,381,4,3,3,10,Potential Loyalists
14109,73,1,144.2,2011-09-28 10:18:00,2011-09-28 10:18:00,88,2,1,1,4,Lost Customers
14110,4,12,5683.15,2011-03-18 09:59:00,2011-12-06 12:26:00,2445,5,5,5,15,Champions
14111,14,4,692.85,2011-04-12 11:36:00,2011-11-25 13:44:00,458,4,4,3,11,Loyal Customers
14112,23,7,2915.15,2011-03-09 11:28:00,2011-11-17 12:30:00,1651,4,5,5,14,Champions
14113,4,4,1840.42,2010-12-20 12:14:00,2011-12-06 12:18:00,745,5,4,4,13,Champions
14114,274,2,386.53,2011-01-13 11:05:00,2011-03-11 09:42:00,101,1,3,2,6,At Risk
14116,20,5,1382.74,2011-08-10 12:44:00,2011-11-20 10:29:00,707,4,4,4,12,Champions
14117,144,1,90.0,2011-07-19 09:49:00,2011-07-19 09:49:00,72,2,1,1,4,Lost Customers
14121,4,4,2780.15,2011-10-11 10:39:00,2011-12-06 12:19:00,2082,5,4,5,14,Champions
14124,84,1,419.58000000000004,2011-09-16 13:32:00,2011-09-16 13:32:00,1618,2,1,2,5,Lost Customers
14125,11,3,2740.43,2011-09-22 15:40:00,2011-11-29 12:47:00,1640,5,3,5,13,Potential Loyalists
14126,8,3,706.1300000000001,2011-11-29 12:21:00,2011-12-02 11:45:00,508,5,3,3,11,Potential Loyalists
14127,123,3,709.71,2011-02-02 12:26:00,2011-08-09 10:49:00,321,2,3,3,8,At Risk
14128,61,2,637.5,2011-03-29 10:49:00,2011-10-10 12:00:00,564,3,3,3,9,Needs Attention
14129,2,5,1123.8600000000001,2011-03-24 08:44:00,2011-12-08 11:02:00,592,5,4,4,13,Champions
14130,319,1,483.86,2011-01-24 16:05:00,2011-01-24 16:05:00,258,1,1,2,4,Lost Customers
14132,2,11,3586.0299999999997,2011-06-09 12:04:00,2011-12-07 13:35:00,3368,5,5,5,15,Champions
14133,130,3,605.64,2011-01-28 11:27:00,2011-08-02 11:34:00,348,2,3,3,8,At Risk
14135,2,15,4690.31,2010-12-02 10:27:00,2011-12-08 11:38:00,3850,5,5,5,15,Champions
14138,2,2,982.3800000000001,2011-10-07 09:38:00,2011-12-08 12:44:00,610,5,3,4,12,Potential Loyalists
14139,46,1,415.82,2011-10-24 13:34:00,2011-10-24 13:34:00,510,3,1,2,6,Needs Attention
14140,4,2,935.05,2011-11-08 11:20:00,2011-12-06 09:05:00,811,5,3,3,11,Potential Loyalists
14141,3,4,915.13,2011-08-26 14:40:00,2011-12-07 09:53:00,355,5,4,3,12,Loyal Customers
14142,373,1,311.81,2010-12-01 16:33:00,2010-12-01 16:33:00,313,1,1,2,4,Lost Customers
14143,134,1,115.8,2011-07-29 09:48:00,2011-07-29 09:48:00,30,2,1,1,4,Lost Customers
14145,47,4,3742.2,2011-05-06 13:01:00,2011-10-24 12:10:00,756,3,4,5,12,Loyal Customers
14146,9,5,4191.0,2010-12-17 15:52:00,2011-12-01 10:18:00,2437,5,4,5,14,Champions
14147,78,2,483.4,2011-02-27 11:42:00,2011-09-22 18:10:00,108,2,3,2,7,At Risk
14148,234,1,157.2,2011-04-20 12:02:00,2011-04-20 12:02:00,16,1,1,1,3,Lost Customers
14149,221,1,446.62,2011-05-03 09:44:00,2011-05-03 09:44:00,218,1,1,2,4,Lost Customers
14150,36,2,658.64,2010-12-15 10:04:00,2011-11-04 10:05:00,496,3,3,3,9,Needs Attention
14152,75,2,621.29,2011-04-19 15:46:00,2011-09-25 12:54:00,711,2,3,3,8,At Risk
14154,239,2,1345.62,2011-04-14 15:58:00,2011-04-14 16:26:00,465,1,3,4,8,At Risk
14155,266,1,118.75,2011-03-18 14:13:00,2011-03-18 14:13:00,25,1,1,1,3,Lost Customers
14156,10,55,117379.63,2010-12-03 11:48:00,2011-11-30 10:54:00,57885,5,5,5,15,Champions
14157,20,2,432.88,2011-02-27 13:04:00,2011-11-20 11:32:00,284,4,3,2,9,Potential Loyalists
14158,40,1,507.66,2011-10-30 15:08:00,2011-10-30 15:08:00,781,3,1,3,7,Needs Attention
14159,20,11,4693.01,2010-12-12 11:17:00,2011-11-20 12:36:00,4408,4,5,5,14,Champions
14161,216,3,1110.52,2010-12-05 13:18:00,2011-05-08 11:41:00,455,1,3,4,8,At Risk
14162,174,2,289.36,2011-02-20 12:32:00,2011-06-19 11:36:00,142,2,3,2,7,At Risk
14163,87,4,2445.91,2011-04-14 17:33:00,2011-09-13 15:18:00,893,2,4,5,11,At Risk
14164,71,2,1631.77,2011-09-20 12:18:00,2011-09-30 12:24:00,1033,3,3,4,10,Needs Attention
14165,276,1,122.53999999999999,2011-03-09 12:39:00,2011-03-09 12:39:00,54,1,1,1,3,Lost Customers
14167,39,4,574.84,2011-01-12 15:44:00,2011-10-31 14:29:00,150,3,4,3,10,Loyal Customers
14171,98,1,363.79,2011-09-02 16:43:00,2011-09-02 16:43:00,167,2,1,2,5,Lost Customers
14173,11,4,450.84,2011-05-04 14:03:00,2011-11-29 11:54:00,150,5,4,2,11,Loyal Customers
14174,33,1,134.46,2011-11-06 13:17:00,2011-11-06 13:17:00,94,4,1,1,6,Potential Loyalists
14175,60,3,3222.3,2011-01-14 12:22:00,2011-10-11 11:55:00,1515,3,3,5,11,Needs Attention
14176,297,4,576.9000000000001,2010-12-07 11:45:00,2011-02-15 13:12:00,209,1,4,3,8,At Risk
14177,86,4,559.41,2011-06-13 11:10:00,2011-09-14 15:11:00,205,2,4,3,9,At Risk
14178,9,7,1620.93,2011-06-10 12:51:00,2011-12-01 12:01:00,1505,5,5,4,14,Champions
14179,41,2,719.78,2011-10-18 14:00:00,2011-10-30 12:07:00,330,3,3,3,9,Needs Attention
14180,11,25,4748.52,2010-12-02 13:08:00,2011-11-29 10:56:00,719,5,5,5,15,Champions
14184,67,1,452.89,2011-10-04 12:43:00,2011-10-04 12:43:00,127,3,1,2,6,Needs Attention
14185,331,1,197.65,2011-01-12 13:52:00,2011-01-12 13:52:00,6,1,1,1,3,Lost Customers
14188,31,6,2054.36,2011-02-02 13:46:00,2011-11-09 12:45:00,1162,4,5,4,13,Champions
14189,2,15,4654.08,2010-12-06 11:42:00,2011-12-07 15:55:00,3937,5,5,5,15,Champions
14191,2,13,4684.76,2011-05-03 10:30:00,2011-12-08 09:23:00,3662,5,5,5,15,Champions
14193,68,2,853.39,2011-03-15 11:38:00,2011-10-03 09:34:00,445,3,3,3,9,Needs Attention
14194,5,21,11349.52,2011-02-04 14:51:00,2011-12-05 10:38:00,5840,5,5,5,15,Champions
14195,202,2,1012.0,2011-04-01 16:50:00,2011-05-22 10:29:00,760,1,3,4,8,At Risk
14196,107,1,335.52,2011-08-25 10:25:00,2011-08-25 10:25:00,142,2,1,2,5,Lost Customers
14198,18,4,701.4,2011-04-14 14:54:00,2011-11-21 16:35:00,290,4,4,3,11,Loyal Customers
14199,218,1,185.39999999999998,2011-05-05 13:44:00,2011-05-05 13:44:00,28,1,1,1,3,Lost Customers
14201,60,7,747.44,2010-12-15 13:25:00,2011-10-10 13:27:00,590,3,5,3,11,Loyal Customers
14204,2,1,161.03,2011-12-07 13:38:00,2011-12-07 13:38:00,82,5,1,1,7,Potential Loyalists
14205,17,2,466.7,2011-03-20 15:07:00,2011-11-23 10:55:00,204,4,3,2,9,Potential Loyalists
14206,239,1,328.15999999999997,2011-04-14 16:38:00,2011-04-14 16:38:00,276,1,1,2,4,Lost Customers
14208,95,1,151.74,2011-09-06 12:48:00,2011-09-06 12:48:00,114,2,1,1,4,Lost Customers
14209,11,6,2073.43,2011-01-11 12:56:00,2011-11-29 10:18:00,691,5,5,5,15,Champions
14210,106,6,1905.8400000000001,2010-12-03 12:43:00,2011-08-26 12:36:00,760,2,5,4,11,At Risk
14211,53,9,2241.1,2011-02-17 15:50:00,2011-10-17 13:23:00,1242,3,5,5,13,Loyal Customers
14212,90,1,1070.48,2011-09-11 12:45:00,2011-09-11 12:45:00,1152,2,1,4,7,Lost Customers
14214,31,5,1004.38,2011-03-07 12:26:00,2011-11-09 10:31:00,751,4,4,4,12,Champions
14215,12,6,1789.72,2010-12-06 15:34:00,2011-11-28 12:19:00,1358,5,5,4,14,Champions
14216,3,4,1839.3,2011-11-02 10:51:00,2011-12-06 14:56:00,594,5,4,4,13,Champions
14217,2,17,2004.98,2010-12-08 13:28:00,2011-12-08 11:53:00,689,5,5,4,14,Champions
14218,43,1,169.48000000000002,2011-10-28 10:00:00,2011-10-28 10:00:00,160,3,1,1,5,Needs Attention
14219,4,1,89.94,2011-12-05 16:23:00,2011-12-05 16:23:00,78,5,1,1,7,Potential Loyalists
14220,247,2,632.4,2010-12-16 18:18:00,2011-04-06 13:23:00,272,1,3,3,7,At Risk
14221,42,9,3432.8,2011-01-04 15:33:00,2011-10-28 13:42:00,2191,3,5,5,13,Loyal Customers
14222,177,1,683.17,2011-06-15 16:42:00,2011-06-15 16:42:00,607,2,1,3,6,Lost Customers
14223,92,3,991.13,2011-03-20 16:02:00,2011-09-08 13:38:00,585,2,3,4,9,At Risk
14224,110,4,1050.12,2011-01-23 13:58:00,2011-08-21 13:24:00,514,2,4,4,10,At Risk
14226,29,5,2232.19,2011-03-15 15:36:00,2011-11-11 11:34:00,1308,4,4,5,13,Champions
14227,26,10,3350.96,2011-02-28 12:27:00,2011-11-13 15:48:00,1820,4,5,5,14,Champions
14229,52,3,1547.2,2011-01-10 12:03:00,2011-10-19 10:04:00,610,3,3,4,10,Needs Attention
14231,184,3,925.71,2011-02-24 11:55:00,2011-06-09 11:05:00,409,1,3,3,7,At Risk
